percent,drought,drought,drought,drought,graph,funding_gap
0.166,,,,,174.475880850006,-174.475880850006
0.164,,,,,176.95360107572,-176.95360107572
0.162,,,,,179.071801150919,-179.071801150919
0.16,,,,,181.400906423709,-181.400906423709
0.158,,,,,183.502294874499,-183.502294874499
0.156,,,,,185.821927474595,-185.821927474595
0.154,,,,,188.496607194804,-188.496607194804
0.152,,,,,191.675971269745,-191.675971269745
0.15,,,,,194.258050603729,-194.258050603729
0.148,,,,,197.138309214371,-197.138309214371
0.146,,,,,200.334833539934,-200.334833539934
0.144,,,,,203.494516400531,-203.494516400531
0.142,,,,,205.824341327844,-205.824341327844
0.14,,,,,208.781958826609,-208.781958826609
0.138,,,,,211.749523208548,-211.749523208548
0.136,,,,,215.79159381995,-215.79159381995
0.134,,,,,219.309353934504,-219.309353934504
0.132,,,,,222.247925802819,-222.247925802819
0.13,,,,,225.483580251942,-225.483580251942
0.128,,,,,229.396782951194,-229.396782951194
0.126,,,,,232.970001914864,-232.970001914864
0.124,,,,,235.535798725626,-235.535798725626
0.122,,,,,239.788778938033,-239.788778938033
0.12,,,,,242.97920591024,-242.97920591024
0.118,,,,,246.307571992495,-246.307571992495
0.116,,,,,250.332181702201,-250.332181702201
0.114,,,,,254.288642656223,-254.288642656223
0.112,,,,,258.062615134458,-258.062615134458
0.11,,,,,261.741089543933,-261.741089543933
0.108,,,,,265.204016768417,-265.204016768417
0.106,,,,,269.806451002197,-269.806451002197
0.104,,,,,274.794728991218,-274.794728991218
0.102,,,,,278.337213650454,-278.337213650454
0.1,,,,,284.207971756633,-284.207971756633
0.098,,,,,288.908271770022,-288.908271770022
0.096,,,,,292.792223641788,-292.792223641788
0.094,,,,,296.746581485232,-296.746581485232
0.092,,,,,300.47379087042,-300.47379087042
0.09,,,,,304.820456005264,-304.820456005264
0.088,,,,,309.209739936843,-309.209739936843
0.086,,,,,314.712607208025,-314.712607208025
0.084,,,,,319.158861060954,-319.158861060954
0.082,,,,,324.631488372123,-324.631488372123
0.08,,,,,331.40306765926,-331.40306765926
0.078,,,,,338.155868369509,-338.155868369509
0.076,,,,,344.035804590506,-344.035804590506
0.074,,,,,350.768940458475,-350.768940458475
0.072,,,,,358.069538116173,-358.069538116173
0.07,,,,,364.270698421549,-364.270698421549
0.068,,,,,371.02809947101,-371.02809947101
0.066,,,,,376.64163102242,-376.64163102242
0.064,,,,,383.285879782484,-383.285879782484
0.062,,,,,393.443536821938,-393.443536821938
0.06,,,,,402.101538655458,-402.101538655458
0.058,,,,,411.417848467291,-411.417848467291
0.056,,,,,419.207697795799,-419.207697795799
0.054,,,,,426.617412455371,-426.617412455371
0.052,,,,,435.253641774886,-435.253641774886
0.05,,,,,445.751405341341,-445.751405341341
0.048,,,,,457.370828240682,-457.370828240682
0.046,,,,,466.275197445561,-466.275197445561
0.044,,,,,476.125816010084,-476.125816010084
0.042,,,,,487.939894250803,-487.939894250803
0.04,,,,,499.658668463835,-499.658668463835
0.038,,,,,509.867026150137,-509.867026150137
0.036,,,,,521.49883952825,-521.49883952825
0.034,,,,,537.040851676196,-537.040851676196
0.032,,,,,550.635040917529,-550.635040917529
0.03,,,,,573.030673528323,-573.030673528323
0.028,,,,,588.649031138448,-588.649031138448
0.026,,,,,610.703285639382,-610.703285639382
0.024,,,,,632.612910301677,-632.612910301677
0.022,,,,,653.779135498613,-653.779135498613
0.02,,,,,676.595342408795,-676.595342408795
0.018,,,,,701.920311211101,-701.920311211101
0.016,,,,,734.285236890791,-734.285236890791
0.014,,,,,767.926192741983,-767.926192741983
0.012,,,,,805.122496250494,-805.122496250494
0.01,,,,,866.42367247611,-866.42367247611
0.008,,,,,942.725790487631,-942.725790487631
0.006,,,,,1052.04406843084,-1052.04406843084
0.004,,,,,1182.00100141723,-1182.00100141723
0.002,,,,,1388.62457351527,-1388.62457351527
