Gamma,Lognormal,Weibull,Frechet,Gumbel,Beta,Pareto
0.331232432971983,9.58143346456516,0.476161610606874,0.415612792172816,97463.0001537419,19307.6908715623,0.176385182764174
339354.138016132,4.02412140616438,38420.4747378944,5061.54780698002,28460.5065317143,451288.048782815,50
0,0,0,1,1,0,1
