Simulation Number,Number Of People Affected,Aggregate Annual Cost,Aggregate Annual Cost Compare
,,37341.9089061212,
,,3510.32185680564,
,,292155.774616009,
,,38524.1265270417,
,,1270.50295213093,
,,2869.61835361521,
,,13391.5553478261,
,,187637.438630159,
,,1466.10620580685,
,,12159.9031406039,
,,793.754329549237,
,,5464.35426673405,
,,22330.9971881502,
,,3403.69263172948,
,,21369.2630067521,
,,26244.7901928641,
,,13854.0979313688,
,,5794.11710027664,
,,1701.30849743945,
,,35309.3845055659,
,,5556.12887642827,
,,1462.50022684941,
,,1799.62802337814,
,,33022.3714364823,
,,21905.4369345276,
,,178182.128400203,
,,8896.51924576817,
,,12377.6642783046,
,,37668.0525048045,
,,3782.53250559076,
,,23919.0608405858,
,,6229.565255756,
,,651083.86676309,
,,473553.894526905,
,,156.110484446488,
,,52899.9778432869,
,,846.232023361757,
,,284758.850071303,
,,12004.8549736274,
,,17413.4047960122,
,,14342.1860357884,
,,14632.0085065944,
,,15422.6547691095,
,,6736.78036657927,
,,9235.98765855517,
,,323627.449292113,
,,240755.502691667,
,,3147.60141800681,
,,62193.7469362157,
,,2904.33681869332,
,,6376.15631081284,
,,13945.2718655256,
,,24806.3588791976,
,,55.6899093572871,
,,4713.99668157981,
,,332233.848568297,
,,30604.8536048758,
,,847885.414981626,
,,5831.9247396386,
,,2379.80637689259,
,,1130.41115833143,
,,5120.76231110507,
,,16627.3899917397,
,,5378.55221503506,
,,64094.6575783372,
,,8625.91207844862,
,,2330.83362619906,
,,65561.1288510697,
,,6876.70588848283,
,,634526.788664367,
,,52041.949379662,
,,17063.0997251673,
,,464.841888882784,
,,4148.25760027306,
,,211.595983491181,
,,10662.3396202316,
,,6226.77295397786,
,,23332.2712129035,
,,33275.239972849,
,,159532.608613262,
,,1503.3780127109,
,,920.704152760028,
,,100440.857865289,
,,37791.6767839282,
,,370.591069902849,
,,44596.4551261768,
,,2251.02699820813,
,,3111.4809833686,
,,499585.137393725,
,,19263.3777537618,
,,194.865442692294,
,,106381.513765167,
,,381203.519700042,
,,5625.19259673271,
,,82972.9254925531,
,,13032.2104967718,
,,3436.83072342053,
,,962.498336257573,
,,112674.701061181,
,,20487.3830773154,
,,23944.6810362344,
,,6990.92932199735,
,,3013.30684509708,
,,2108.62728370131,
,,238945.830543245,
,,4776.32510264133,
,,2800477.8108761,
,,7001.24526823863,
,,221.925753697591,
,,3294.1197857304,
,,43198.1271289607,
,,153236.110260893,
,,51691.177300856,
,,12767.9740092315,
,,272.381438623821,
,,298.447836549778,
,,3917.4952304998,
,,4677.15724232238,
,,47202.9649182393,
,,69542.8617436698,
,,38212.8056335765,
,,1950.51018808476,
,,157350.950670027,
,,3030.37155490045,
,,152087.971858066,
,,6076.11253094852,
,,6559.41698380934,
,,1413.83075540565,
,,16431.5921497476,
,,19713.6942755892,
,,9412.35872007025,
,,201211.542982348,
,,12203.4583944829,
,,1458.82146723158,
,,81439.5292566202,
,,48164.4003017545,
,,4528.21362465257,
,,1157.8352484249,
,,118858.064537295,
,,170048.608911158,
,,1274.25178285626,
,,151989.388132071,
,,540039.198364823,
,,13964.7992719823,
,,54397.5091841149,
,,221582.90022175,
,,5689.06944352022,
,,5125.95758445984,
,,288055.359644753,
,,58360.6674932858,
,,98283.7556697462,
,,202991.970322732,
,,729373.597984552,
,,5574.46640155643,
,,6060.4434900983,
,,1091.47876807354,
,,18722.7320384203,
,,7639.61219643805,
,,526.536791959923,
,,16367.4016696189,
,,74142.3317015348,
,,6596.88164990962,
,,4825.77753811465,
,,20152.5379453818,
,,25703.6128302763,
,,5227.95257523985,
,,9159.58063140881,
,,13420.0194774831,
,,4664.32112140817,
,,3497.68353030909,
,,2755950.29888948,
,,88031.3764502348,
,,4382.21981470671,
,,20933.8644692227,
,,6308.64115428388,
,,56.0525293748688,
,,5368.64185783992,
,,282071.544564366,
,,1502.64298385638,
,,4832.83921777765,
,,45123.0954032032,
,,1861.19874226233,
,,9044.30566822665,
,,141424.038369089,
,,1104140.80480182,
,,19851.1356690822,
,,63638.0463472856,
,,4089.36480703469,
,,26597.5732824021,
,,12909.8839193549,
,,92765.7759596156,
,,531036.50957059,
,,2569.69697463977,
,,850582.298056071,
,,159101.695904271,
,,6000.94132876985,
,,40270.144180034,
,,270399.464456113,
,,306719.998905983,
,,48879.6537412101,
,,984.849633833228,
,,3236.87201882231,
,,98157.739779425,
,,231398.800212232,
,,2022.11984478065,
,,6390.51779883051,
,,51952.3139553405,
,,39627.3894941487,
,,22704.5747409211,
,,626.307298509626,
,,122364.13513743,
,,66953.4830048988,
,,4004.72676091695,
,,15103.9149011582,
,,7038.05253137941,
,,512789.231604883,
,,141254.491880582,
,,9973.15319617602,
,,24353.3255233995,
,,14148.622206024,
,,52694.6804047325,
,,35084.7507980388,
,,20947.9768021434,
,,47441.403141968,
,,165565.981928195,
,,1221972.4904877,
,,23746.9026008753,
,,929806.269054269,
,,7415.72340235803,
,,270.680912535101,
,,4795.91884421496,
,,51298.8381759991,
,,115355.645116263,
