Gamma,Lognormal,Weibull,Frechet,Gumbel,Beta,Pareto
0.000355918517853,0.897336989000582,0.102307092481565,N/A,N/A,N/A,N/A
0.132833050439107,0.336058179550881,0.095740997416261,0.435367772593751,N/A,1.14334070792724E-94,N/A
0.464706132113435,0.080614901619881,0.454678966266685,N/A,N/A,2.38383039508848E-23,N/A
0.466847110577024,0.156798991847532,0.375374181433975,N/A,N/A,0.000979716141469,N/A
