Simulation Number,Number Of People Affected,Aggregate Annual Cost,Aggregate Annual Cost Compare,Number Of Events Per Year
,,1031503096.59072,,
,,276339888.829879,,
,,2319613952.54382,,
,,1046248590.99873,,
,,130084517.827592,,
,,240519176.151437,,
,,620447016.596543,,
,,1986211800.78144,,
,,145873691.839257,,
,,588813544.654267,,
,,87422086.6453736,,
,,368638716.620876,,
,,807837958.262565,,
,,270615609.82995,,
,,790363266.471724,,
,,874174098.301569,,
,,631854975.586064,,
,,382351121.161121,,
,,163812809.763702,,
,,1005371625.03922,,
,,372499564.367399,,
,,145590163.984636,,
,,171011151.007233,,
,,974687238.507774,,
,,800168442.742216,,
,,1949354403.28002,,
,,494083081.781778,,
,,594547159.446954,,
,,1035603215.64385,,
,,290570179.526072,,
,,835627216.02764,,
,,399812562.983281,,
,,3005696061.24861,,
,,2720190603.39188,,
,,16754026.6604977,,
,,1204223861.92128,,
,,92462137.504779,,
,,2299428466.66349,,
,,584692244.035873,,
,,712464775.470224,,
,,643635566.998444,,
,,650511137.85795,,
,,668838519.045565,,
,,419310609.19528,,
,,504826110.010525,,
,,2401223125.17139,,
,,2169970696.96676,,
,,256494770.771789,,
,,1290523920.32112,,
,,242553807.009324,,
,,405536780.758231,,
,,634075243.091173,,
,,850619026.704195,,
,,4579871.0292417,,
,,335656818.993227,,
,,2422438944.0017,,
,,940611869.082668,,
,,3255653351.13056,,
,,383895494.454024,,
,,210475184.780208,,
,,118219105.080152,,
,,353861067.510685,,
,,695643834.70866,,
,,364996926.773404,,
,,1307006355.63921,,
,,485343736.708738,,
,,207321158.673066,,
,,1319480393.6603,,
,,424542285.141881,,
,,2981956001.88602,,
,,1195719688.79652,,
,,705030059.971262,,
,,53349457.8504413,,
,,308893301.372482,,
,,23637669.7688436,,
,,547551594.635542,,
,,399702797.73159,,
,,825506862.785621,,
,,978150905.925772,,
,,1871985159.83781,,
,,148788558.201054,,
,,99453189.2865603,,
,,1569223147.06342,,
,,1037150877.83818,,
,,42670539.5853587,,
,,1117354442.51367,,
,,202116824.378496,,
,,254458529.688864,,
,,2766978136.20401,,
,,750197442.948893,,
,,21569747.3704777,,
,,1604999478.14272,,
,,2535453263.8963,,
,,375381989.391093,,
,,1453938572.77544,,
,,611412370.449712,,
,,272404019.524679,,
,,103297846.420566,,
,,1641296057.36977,,
,,773875553.844971,,
,,836065281.334756,,
,,428768226.187719,,
,,248865518.321031,,
,,192622676.60594,,
,,2164260243.23324,,
,,338499287.023153,,
,,4537932112.86368,,
,,429147941.125686,,
,,24909636.4449788,,
,,264639977.789307,,
,,1101615939.8777,,
,,1844290708.91752,,
,,1192214116.95755,,
,,604669024.061893,,
,,31058487.2089809,,
,,34188335.4655951,,
,,297433347.62513,,
,,333967366.349848,,
,,1145781279.70739,,
,,1352352680.14654,,
,,1042396607.92104,,
,,181746398.49222,,
,,1862486007.07316,,
,,249843947.008843,,
,,1839146942.60598,,
,,393739031.492069,,
,,412589787.203567,,
,,141736634.256467,,
,,691374218.371684,,
,,759020641.802364,,
,,510314895.852256,,
,,2036684568.06332,,
,,589965413.294205,,
,,145300634.404206,,
,,1442982853.64188,,
,,1155984887.85794,,
,,327063917.321719,,
,,120581433.401615,,
,,1675498815.66968,,
,,1916419070.47869,,
,,130395334.417148,,
,,1838703891.47006,,
,,2835921173.26171,,
,,634549583.232276,,
,,1218832011.82527,,
,,2107674179.14143,,
,,378030670.614679,,
,,354088451.586494,,
,,2308474905.48632,,
,,1256142395.52874,,
,,1555839562.15722,,
,,2043106741.11775,,
,,3111695194.53648,,
,,373266803.360324,,
,,393114069.173144,,
,,114830730.636397,,
,,739424086.06029,,
,,452048659.045999,,
,,60101705.872602,,
,,689967341.792018,,
,,1388652241.27748,,
,,414017921.771865,,
,,340740520.618199,,
,,767492613.623299,,
,,865416703.32186,,
,,358527521.709506,,
,,502428852.171663,,
,,621156132.147,,
,,333377044.899848,,
,,275665977.007178,,
,,4519066706.27039,,
,,1489048003.22935,,
,,320180026.600926,,
,,782280395.535023,,
,,402909663.081696,,
,,4620414.88727951,,
,,364574254.56092,,
,,2291992411.76305,,
,,148731349.131272,,
,,341059561.271537,,
,,1123191305.25932,,
,,175435994.225283,,
,,498789469.694227,,
,,1789890927.34343,,
,,3517591531.57731,,
,,761687194.722472,,
,,1303079949.95902,,
,,306000487.835444,,
,,879817334.544096,,
,,608301303.188255,,
,,1520574721.27536,,
,,2820949364.74019,,
,,222434673.977461,,
,,3258731750.17207,,
,,1870116871.85169,,
,,390732581.901686,,
,,1067457282.62695,,
,,2259030404.99343,,
,,2358204592.32187,,
,,1163482021.24205,,
,,105331660.215964,,
,,261479001.286188,,
,,1555050932.38759,,
,,2140073592.59286,,
,,186717562.919818,,
,,406093589.448009,,
,,1194825498.67489,,
,,1059726246.14501,,
,,814490880.409505,,
,,70649692.6145783,,
,,1694298099.39944,,
,,1331137118.09543,,
,,301805167.921506,,
,,661523719.178014,,
,,430500164.404767,,
,,2789962060.18335,,
,,1789085185.17003,,
,,527368410.695758,,
,,843010370.568167,,
,,638994443.082446,,
,,1202198157.17266,,
,,1002419905.91313,,
,,782544116.114011,,
,,1148325499.69537,,
,,1897744703.15431,,
,,3621381343.37625,,
,,832675395.414038,,
,,3345767062.81835,,
,,444146953.287415,,
,,30853144.5600544,,
,,339388768.372753,,
,,1188272873.91888,,
,,1656295338.8792,,
,,837851508.204898,,
,,1276152939.12131,,
,,3070465573.17412,,
,,536108257.624307,,
,,249189421.094028,,
,,79023178.4840772,,
,,1612796095.24408,,
,,1189813041.61954,,
,,1549175394.63757,,
,,2058401106.32842,,
,,717270028.16489,,
,,261212520.140201,,
,,1674912787.85971,,
,,824210219.748465,,
,,577493693.225388,,
,,1390147906.54574,,
,,548091293.409135,,
,,271205924.856522,,
,,783350303.927795,,
,,777640307.412526,,
,,3587542782.47889,,
,,236280362.652141,,
,,97237160.0338251,,
,,36663428.5683182,,
,,2006510966.63038,,
,,1596670676.42887,,
,,350069718.88947,,
,,340861014.560034,,
,,892726150.72991,,
,,459608572.160922,,
,,1379381004.23957,,
,,1141178654.74499,,
,,1893984709.79272,,
,,227259632.874496,,
,,1296407941.85331,,
,,1195172325.40678,,
,,265217346.589304,,
,,265567987.431812,,
,,1177062999.75539,,
,,2074807474.70001,,
,,1310743707.01231,,
,,1053650219.81553,,
,,429562933.918868,,
,,313509042.302346,,
,,250424025.206567,,
,,20212703.4721736,,
,,929848463.00409,,
,,2016804998.03675,,
,,153876437.841372,,
,,90206533.303482,,
,,325149336.298211,,
,,1290897500.18628,,
,,572569918.689552,,
,,901912824.884974,,
,,383536182.859711,,
,,1316459954.88154,,
,,295312627.633663,,
,,18067135.5728901,,
,,78385127.6129114,,
,,137431119.192284,,
,,1276365687.75315,,
,,127763551.479194,,
,,195973260.1844,,
,,1711628980.24125,,
,,884844544.051317,,
,,728730047.960466,,
,,95374530.173071,,
,,1194082441.14662,,
,,507957011.575119,,
,,158410049.145756,,
,,941461014.068053,,
,,306616327.023618,,
,,516804293.477594,,
,,857533803.546426,,
,,23566167.0884533,,
,,56225058.4016877,,
,,917528977.177204,,
,,701100196.996528,,
,,1385820205.90107,,
,,430105429.186789,,
,,50188409.9383442,,
,,701727819.084588,,
,,481185703.236668,,
,,3474283832.38974,,
,,126279079.625269,,
,,1224422827.54995,,
,,1170604813.63375,,
,,323271890.554719,,
,,795413754.90143,,
,,696754352.976898,,
,,74294989.2780974,,
,,659634481.449448,,
,,592135390.141968,,
,,470566405.814097,,
,,184737148.006032,,
,,521236821.248228,,
,,394546499.911787,,
,,239122194.004093,,
,,1066240087.30837,,
,,101994047.680123,,
,,1405835459.66914,,
,,1064539578.29937,,
,,1734874265.49864,,
,,2700501294.60447,,
,,354029871.530707,,
,,84420392.274273,,
,,346962144.37121,,
,,241137810.024329,,
,,156324842.20537,,
,,56585383.764953,,
,,219005976.355223,,
,,374143403.795607,,
,,1055262556.42889,,
,,7294291.44990451,,
,,1085916444.45991,,
,,1838665252.59308,,
,,3268489705.39116,,
,,591533252.304238,,
,,796908332.398962,,
,,1078958065.00302,,
,,494623687.577565,,
,,1376946543.01091,,
,,82373722.0433509,,
,,129778475.504637,,
,,1308576538.67502,,
,,136773477.777959,,
,,51267960.0029616,,
,,767449317.069786,,
,,745246176.722775,,
,,827690978.867881,,
,,472277722.410914,,
,,552935155.04255,,
,,504818913.297816,,
,,1439444487.12947,,
,,990957144.203734,,
,,166946619.285886,,
,,2593776234.66453,,
,,618040049.509676,,
,,3206105775.30684,,
,,518041540.315514,,
,,1238838211.55379,,
,,594059779.573031,,
,,140321439.591518,,
,,2340465083.15403,,
,,870886393.348755,,
,,2033719625.22252,,
,,3290253271.66923,,
,,126313939.549072,,
,,112367651.409267,,
,,1067561490.65755,,
,,178364563.399474,,
,,220272573.460415,,
,,303107925.616423,,
,,232594054.704877,,
,,1769745880.24865,,
,,818692774.84826,,
,,1096648301.37901,,
,,239512571.514447,,
,,108037194.537671,,
,,556634221.019458,,
,,1485440568.76162,,
,,127684710.730944,,
,,2499346716.09195,,
,,581485469.683999,,
,,337042369.512295,,
,,454179737.775328,,
,,397135886.68893,,
,,3479927482.33099,,
,,1993004889.39679,,
,,289063457.330549,,
,,1611267226.53953,,
,,391955336.543213,,
,,668262747.998022,,
,,1091513839.31809,,
,,1739650945.9315,,
,,439931427.319647,,
,,411279818.616892,,
,,921438037.436401,,
,,15599325.8777896,,
,,389633048.049159,,
,,634106330.055837,,
,,400107116.997645,,
,,1197373216.37306,,
,,2122941743.59198,,
,,1035530159.06907,,
,,201005662.49846,,
,,278715704.992125,,
,,835296088.024032,,
,,352084796.143822,,
,,767218202.233795,,
,,830208787.602349,,
,,249753072.476394,,
,,946181779.133025,,
,,184517628.28252,,
,,168626850.433945,,
,,1409266084.2058,,
,,581782242.202958,,
,,371526414.283859,,
,,173894110.868172,,
,,902750447.135548,,
,,1020430272.53208,,
,,1340597561.10613,,
,,998485139.694951,,
,,838175839.098128,,
,,564348729.781578,,
,,970018615.874214,,
,,1079482642.61314,,
,,1299990865.34222,,
,,507644393.483697,,
,,855914419.258546,,
,,790615864.502963,,
,,224784700.628679,,
,,226899045.608048,,
,,351265737.244383,,
,,859477579.847108,,
,,28757797.5809168,,
,,228160350.438039,,
,,131105058.867005,,
,,2964038755.66297,,
,,1388847884.78729,,
,,814849193.561574,,
,,109117664.668807,,
,,1571676050.10972,,
,,48853581.1587576,,
,,803199630.047622,,
,,176043941.347213,,
,,1315744894.70141,,
,,125808926.635544,,
,,2705564176.14246,,
,,698002831.928542,,
,,484756139.044961,,
,,273427059.070156,,
,,1486332827.85862,,
,,608926995.266715,,
,,278774534.481327,,
,,1860670969.90058,,
,,830090845.760165,,
,,272526115.119731,,
,,2067032263.27361,,
,,349381046.590844,,
,,416318711.921646,,
,,257054153.878416,,
,,577873978.088019,,
,,440002416.9492,,
,,282468025.450802,,
,,629545185.145744,,
,,61474977.8513967,,
,,1002523224.49853,,
,,406126176.472553,,
,,521884030.66779,,
,,1571959069.3526,,
,,1545468101.85265,,
,,839979992.871481,,
,,1082587749.12256,,
,,100103847.6784,,
,,79002724.2422748,,
,,174768798.870726,,
,,637018725.428459,,
,,850124832.02667,,
,,62260394.1765912,,
,,1473220383.86526,,
,,2192084114.54385,,
,,422423315.86654,,
,,2853892587.56654,,
,,1631655090.30159,,
,,1233159144.07588,,
,,406070198.391116,,
,,1582161995.74277,,
,,3372588103.99761,,
,,414052298.879147,,
,,1317571971.05461,,
,,129291232.781915,,
,,1040354487.80259,,
,,1918246397.35639,,
,,543821446.999446,,
,,639301164.829506,,
,,986474695.330038,,
,,1474098557.53183,,
,,406688218.688615,,
,,22155382.4965168,,
,,931552966.719604,,
,,663207172.595184,,
,,869489923.05764,,
,,433973405.309329,,
,,442118269.460546,,
,,340469797.948628,,
,,912985907.272978,,
,,572068454.371087,,
,,1894986531.90832,,
,,814660193.166468,,
,,526069901.479018,,
,,327113460.957345,,
,,65677008.1233843,,
,,489265838.873239,,
,,352541803.38864,,
,,2936016844.05061,,
,,348351929.609134,,
,,3876291.5402182,,
,,1231897629.37425,,
,,132429217.067794,,
,,923292631.41132,,
,,1960551800.38718,,
,,787531739.375948,,
,,437853897.312045,,
,,2583836420.08554,,
,,19789942.3989736,,
,,342800180.42731,,
,,276605653.748622,,
,,624493570.222415,,
,,199636923.96365,,
,,1288872630.80822,,
,,248005302.990363,,
,,905024280.098487,,
,,1340377495.73223,,
,,109387055.354869,,
,,61498381.9037102,,
,,2188631242.80095,,
,,1318339971.05781,,
,,1266003110.32672,,
,,432880839.051933,,
,,375433095.366947,,
,,1624625054.07351,,
,,19169969.1552216,,
,,571695786.280239,,
,,1126203003.77769,,
,,1791273731.11571,,
,,684504723.203053,,
,,493817853.429417,,
,,1095862132.89339,,
,,933008055.318973,,
,,283552434.312997,,
,,454502010.380832,,
,,830779099.505281,,
,,1374075885.46455,,
,,828233224.575989,,
,,245002574.206443,,
,,1028131241.91137,,
,,3261874.19230841,,
,,1460966379.84927,,
,,296546488.842814,,
,,1215621517.00793,,
,,616688639.532501,,
,,844194147.146473,,
,,527026038.464,,
,,1599004786.12804,,
,,928767994.982177,,
,,64262953.6161815,,
,,737562548.523172,,
,,341363109.555674,,
,,64473500.5670391,,
,,1213061621.18251,,
,,2433023667.71155,,
,,3215116255.37031,,
,,989407178.635167,,
,,174852219.175412,,
,,261958548.714567,,
,,1541270294.49319,,
,,279419893.896962,,
,,345181223.344216,,
,,528884482.267551,,
,,833678247.29165,,
,,88818716.2762132,,
,,866311231.617067,,
,,322513479.528066,,
,,1899710919.68074,,
,,2299385270.38634,,
,,131946178.839414,,
,,1483957954.70456,,
,,491840882.68249,,
,,299913425.58377,,
,,1290524133.01962,,
,,230043751.888008,,
,,593052589.004013,,
,,931491984.887702,,
,,154201937.778168,,
,,1428839355.39978,,
,,1414452214.24428,,
,,642456710.929332,,
,,317201223.267093,,
,,675662428.691617,,
,,668594908.616139,,
,,44985511.4645391,,
,,1762039735.19739,,
,,420734029.944711,,
,,482157109.504795,,
,,579980813.157431,,
,,888056920.907243,,
,,297603769.341255,,
,,518584028.616743,,
,,514388363.228045,,
,,2031786966.07691,,
,,223123985.698664,,
,,659954711.232657,,
,,1103365876.96271,,
,,908233482.007536,,
,,602288423.710165,,
,,726645934.976168,,
,,265002443.373269,,
,,508673339.767294,,
,,382768435.899653,,
,,950050448.10241,,
,,220371572.970452,,
,,2478799605.23237,,
,,1168521148.75,,
,,1050623204.12899,,
,,755054220.400267,,
,,931790455.541088,,
,,647992942.10927,,
,,50534441.9459038,,
,,1257794938.21082,,
,,710768559.781686,,
,,851214015.605505,,
,,865180169.665121,,
,,900624538.825095,,
,,507351292.2919,,
,,1233666656.77053,,
,,120884734.519378,,
,,912524381.839565,,
,,235142890.054565,,
,,228060196.614867,,
,,694293745.38198,,
,,356244759.948864,,
,,905637727.254934,,
,,1735614426.20612,,
,,2851670559.53579,,
,,2493234077.02752,,
,,97534996.7947572,,
,,883993516.166391,,
,,829921881.364086,,
,,822489077.279193,,
,,1323019269.28886,,
,,1979926892.57823,,
,,2593233895.24171,,
,,238523548.878071,,
,,145674881.124383,,
,,644549392.332753,,
,,545773841.24459,,
,,161451777.886065,,
,,497246210.150645,,
,,1021709864.01076,,
,,112656120.624091,,
,,1532378436.56532,,
,,885458706.621407,,
,,605170729.532,,
,,890679128.986648,,
,,1190365349.74581,,
,,977742298.982734,,
,,338217956.597972,,
,,914250502.370534,,
,,822513513.685776,,
,,1031614311.24743,,
,,1109003292.64309,,
,,202553874.050024,,
,,1453184701.4973,,
,,1247732085.05346,,
,,814439474.931464,,
,,650862700.96441,,
,,224275544.336545,,
,,1230201822.61579,,
,,453604564.232398,,
,,88490324.2419672,,
,,2211399956.50712,,
,,612272091.703589,,
,,1063972658.03752,,
,,1615740539.47456,,
,,1116704295.42872,,
,,108303476.985815,,
,,188019277.096455,,
,,1225888854.81432,,
