Gamma,Lognormal,Weibull,Frechet,Gumbel,Beta,Pareto
1.13041886569627,20.1057462225104,0.996164134631725,0.851134776586571,592804750.800928,0.815852432905603,0.510333663614191
789367389.869301,1.23646711463353,917925398.906457,304025373.88856,542925198.821486,6.10947885278624,76000000
0,0,0,1,1,0,1
