2003,121000000
2004,180000000
2005,241000000
2006,427000000
2007,544000000
2008,1019000000
2009,785000000
2010,519000000
2011,3245000000
2012,1307000000
2013,1027000000
2014,1072000000
2015,940000000
2016,1147000000
2017,2411000000
2018,1690000000
